From	Uniprot_Entry	Reviewed	Seq_ID	Protein_names	Gene_Names	Organism	Length	Taxonomic_lineage	Active_site	Binding_site	EC_number	Function	Protein_families	RefSeq	AlphaFoldDB	PDB	EMDB
A0A059BZ74	A0A059BZ74	unreviewed	A0A059BZ74_EUCGR	RHOMBOID-like protein (EC 3.4.21.105)	EUGRSUZ_F04386	Eucalyptus grandis (Flooded gum)	321	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Myrtales (order), Myrtaceae (family), Myrtoideae (subfamily), Eucalypteae (tribe), Eucalyptus (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family		A0A059BZ74;		
B0CDX0	B0CDX0	unreviewed	B0CDX0_ACAM1	Rhomboid family protein	AM1_4343	Acaryochloris marina (strain MBIC 11017)	537	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Acaryochloridales (order), Acaryochloridaceae (family), Acaryochloris (genus), Acaryochloris marina (species)					Peptidase S54 family	WP_012164648.1;	B0CDX0;		
K8DYR7	K8DYR7	unreviewed	K8DYR7_9FIRM	Rhomboid family protein	DESHY_160216	Desulforamulus hydrothermalis Lam5 = DSM 18033	216	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Peptococcaceae (family), Desulforamulus (genus), Desulforamulus hydrothermalis (species)						WP_008411305.1;	K8DYR7;		
W6RB38	W6RB38	unreviewed	W6RB38_9HYPH	Peptidase S54 rhomboid domain-containing protein	LPU83_2393	Rhizobium favelukesii	255	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Rhizobium/Agrobacterium group (no rank), Rhizobium (genus)						WP_024314801.1;	W6RB38;		
I1YVW4	I1YVW4		I1YVW4_PREI7														
A9E7T2	A9E7T2	unreviewed	A9E7T2_9FLAO	Peptidase S54 rhomboid domain-containing protein	KAOT1_08949	Kordia algicida OT-1	210	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Flavobacteriia (class), Flavobacteriales (order), Flavobacteriaceae (family), Kordia (genus), Kordia algicida (species)					Peptidase S54 family	WP_007094352.1;	A9E7T2;		
R6QIT7	R6QIT7	unreviewed	R6QIT7_9FIRM	Uncharacterized membrane protein (Homolog of Drosophila rhomboid)	BN606_00235	Butyrivibrio sp. CAG:318	199	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Lachnospirales (order), Lachnospiraceae (family), Butyrivibrio (genus), environmental samples (no rank)					Peptidase S54 family		R6QIT7;		
A0A0A0LN15	A0A0A0LN15	unreviewed	A0A0A0LN15_CUCSA	RHOMBOID-like protein (EC 3.4.21.105)	Csa_2G315900	Cucumis sativus (Cucumber)	452	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), fabids (clade), Cucurbitales (order), Cucurbitaceae (family), Benincaseae (tribe), Cucumis (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family		A0A0A0LN15;		
R6VN38	R6VN38		R6VN38_9FIRM														
A0A0Q9WV19	A0A0Q9WV19	unreviewed	A0A0Q9WV19_DROVI	Uncharacterized protein, isoform B (EC 3.4.21.-)	Dvir\GJ12468 Dvir_GJ12468	Drosophila virilis (Fruit fly)	322	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Diptera (order), Brachycera (suborder), Muscomorpha (infraorder), Eremoneura (clade), Cyclorrhapha (clade), Schizophora (no rank), Acalyptratae (no rank), Ephydroidea (superfamily), Drosophilidae (family), Drosophilinae (subfamily), Drosophilini (tribe), Drosophila (genus), Drosophila (subgenus), virilis group (no rank)	"ACT_SITE 180; /note=""Nucleophile""; /evidence=""ECO:0000256|PIRSR:PIRSR037470-50""; ACT_SITE 249; /evidence=""ECO:0000256|PIRSR:PIRSR037470-50"""		3.4.21.-		Peptidase S54 family	XP_015030927.1;	A0A0Q9WV19;		
Q1YG87	Q1YG87	unreviewed	Q1YG87_AURMS	Possible serine protease, rhomboid family	SI859A1_02939	Aurantimonas manganoxydans (strain ATCC BAA-1229 / DSM 21871 / SI85-9A1)	290	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Aurantimonadaceae (family), Aurantimonas (genus), Aurantimonas manganoxydans (species)							Q1YG87;		
W1PIP8	W1PIP8	unreviewed	W1PIP8_AMBTC	Peptidase S54 rhomboid domain-containing protein	AMTR_s00157p00057370	Amborella trichopoda	242	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Amborellales (order), Amborellaceae (family), Amborella (genus)					Peptidase S54 family		W1PIP8;		
A0A0N1NM44	A0A0N1NM44		A0A0N1NM44_9ACTN														
R5LB12	R5LB12	unreviewed	R5LB12_9FIRM	Rhomboid family protein	BN569_00159	Eshraghiella crossota CAG:259	337	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Lachnospirales (order), Lachnospiraceae (family), Eshraghiella (genus), Eshraghiella crossota (species)					Peptidase S54 family		R5LB12;		
R6FZU3	R6FZU3		R6FZU3_9CLOT														
A4X397	A4X397	unreviewed	A4X397_SALTO	Rhomboid family protein	Strop_0870	Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / JCM 13857 / NBRC 105044 / CNB-440)	217	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Salinispora (genus), Salinispora tropica (species)					Peptidase S54 family	WP_011904781.1;	A4X397;		
Q8U1H9	Q8U1H9	unreviewed	Q8U1H9_PYRFU	Peptidase S54 rhomboid domain-containing protein	PF1228	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	193	cellular organisms (no rank), Archaea (superkingdom), Methanobacteriati (kingdom), Methanobacteriota (phylum), Thermococci (class), Thermococcales (order), Thermococcaceae (family), Pyrococcus (genus), Pyrococcus furiosus (species)					Peptidase S54 family	WP_011012371.1;	Q8U1H9;		
Q6N4C2	Q6N4C2	unreviewed	Q6N4C2_RHOPA	Lipocalin-related protein and Bos/Can/Equ allergen:Rhomboid-like protein (Rhomboid family intramembrane serine protease)	RPA3417 TX73_017670	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	256	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Rhodopseudomonas (genus), Rhodopseudomonas palustris (species)						WP_011158959.1;			
K6CAT6	K6CAT6	unreviewed	K6CAT6_SCHAZ	Peptidase S54 rhomboid domain-containing protein	BAZO_05780	Schinkia azotoformans LMG 9581	198	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Calidifontibacillus/Schinkia group (no rank), Schinkia (genus), Schinkia azotoformans (species)					Peptidase S54 family	WP_003330370.1;	K6CAT6;		
B8CDU6	B8CDU6	unreviewed	B8CDU6_THAPS	Peptidase S54 rhomboid domain-containing protein	THAPSDRAFT_10545	Thalassiosira pseudonana (Marine diatom) (Cyclotella nana)	827	cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Coscinodiscophyceae (class), Thalassiosirophycidae (subclass), Thalassiosirales (order), Thalassiosiraceae (family), Thalassiosira (genus)					Peptidase S54 family	XP_002294321.1;	B8CDU6;		
K5YLE8	K5YLE8		K5YLE8_9PSED														
A0A0F0KYH6	A0A0F0KYH6	unreviewed	A0A0F0KYH6_9MICO	Rhomboid protease GluP (EC 3.4.21.105)	gluP RL72_01543	Microbacterium azadirachtae	296	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Microbacteriaceae (family), Microbacterium (genus)			3.4.21.105		Peptidase S54 family	WP_045250242.1;	A0A0F0KYH6;		
Q7UVD2	Q7UVD2	unreviewed	Q7UVD2_RHOBA	Probable glpG protein	RB2710	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	340	cellular organisms (no rank), Bacteria (superkingdom), PVC group (clade), Planctomycetota (phylum), Planctomycetia (class), Pirellulales (order), Pirellulaceae (family), Rhodopirellula (genus), Rhodopirellula baltica (species)					Peptidase S54 family	NP_865109.1;WP_011118998.1;	Q7UVD2;		
D3T274	D3T274	unreviewed	D3T274_NATMM	Rhomboid family protein	Nmag_4170	Natrialba magadii (strain ATCC 43099 / DSM 3394 / CCM 3739 / CIP 104546 / IAM 13178 / JCM 8861 / NBRC 102185 / NCIMB 2190 / MS3) (Natronobacterium magadii)	214	cellular organisms (no rank), Archaea (superkingdom), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Halobacteria (class), Halobacteriales (order), Natrialbaceae (family), Natrialba (genus), Natrialba magadii (species)						WP_012996985.1;	D3T274;		
B4MVE5	B4MVE5	unreviewed	B4MVE5_DROWI	Peptidase S54 rhomboid domain-containing protein	Dwil\GK14633 Dwil_GK14633	Drosophila willistoni (Fruit fly)	201	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Diptera (order), Brachycera (suborder), Muscomorpha (infraorder), Eremoneura (clade), Cyclorrhapha (clade), Schizophora (no rank), Acalyptratae (no rank), Ephydroidea (superfamily), Drosophilidae (family), Drosophilinae (subfamily), Drosophilini (tribe), Drosophila (genus), Sophophora (subgenus), willistoni group (no rank), willistoni subgroup (no rank)					Peptidase S54 family	XP_002065504.2;	B4MVE5;		
I0I0D9	I0I0D9	unreviewed	I0I0D9_CALAS	Rhomboid family protein	CLDAP_06870	Caldilinea aerophila (strain DSM 14535 / JCM 11387 / NBRC 104270 / STL-6-O1)	260	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Chloroflexota (phylum), Caldilineae (class), Caldilineales (order), Caldilineaceae (family), Caldilinea (genus), Caldilinea aerophila (species)							I0I0D9;		
Q0AVB1	Q0AVB1	unreviewed	Q0AVB1_SYNWW	Uncharacterized membrane protein	Swol_2049	Syntrophomonas wolfei subsp. wolfei (strain DSM 2245B / Goettingen)	222	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Syntrophomonadaceae (family), Syntrophomonas (genus), Syntrophomonas wolfei (species), Syntrophomonas wolfei subsp. wolfei (subspecies)					Peptidase S54 family	WP_011641435.1;	Q0AVB1;		
Q9WZ53	Q9WZ53	unreviewed	Q9WZ53_THEMA	Peptidase S54 rhomboid domain-containing protein	TM_0584	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	235	cellular organisms (no rank), Bacteria (superkingdom), Thermotogota (phylum), Thermotogae (class), Thermotogales (order), Thermotogaceae (family), Thermotoga (genus), Thermotoga maritima (species)					Peptidase S54 family	NP_228394.1;WP_004081273.1;	Q9WZ53;		
G3B2N1	G3B2N1	unreviewed	G3B2N1_CANTC	Rhomboid-type serine protease (EC 3.4.21.105)	CANTEDRAFT_103630	Candida tenuis (strain ATCC 10573 / BCRC 21748 / CBS 615 / JCM 9827 / NBRC 10315 / NRRL Y-1498 / VKM Y-70) (Yeast) (Yamadazyma tenuis)	535	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Pichiomycetes (class), Serinales (order), Debaryomycetaceae (family), Yamadazyma (genus), Candida tenuis (species)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family	XP_006685527.1;	G3B2N1;		
B7G850	B7G850	unreviewed	B7G850_PHATC	Peptidase S54 rhomboid domain-containing protein	PHATRDRAFT_48717	Phaeodactylum tricornutum (strain CCAP 1055/1)	687	cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Bacillariophyceae (class), Bacillariophycidae (clade), Naviculales (order), Phaeodactylaceae (family), Phaeodactylum (genus), Phaeodactylum tricornutum (species)					Peptidase S54 family	XP_002183413.1;	B7G850;		
B5IJ94	B5IJ94	unreviewed	B5IJ94_9CYAN	Rhomboid family	CPCC7001_2266	Cyanobium sp. PCC 7001	189	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Prochlorococcaceae (family), Cyanobium (genus), unclassified Cyanobium (no rank)					Peptidase S54 family	WP_006911303.1;	B5IJ94;		
X2H120	X2H120		X2H120_9GAMM														
W0J2P0	W0J2P0	unreviewed	W0J2P0_9BACT	Protease	OPIT5_22910	Opitutaceae bacterium TAV5	232	cellular organisms (no rank), Bacteria (superkingdom), PVC group (clade), Verrucomicrobiota (phylum), Opitutia (class), Opitutales (order), Opitutaceae (family), unclassified Opitutaceae (no rank)							W0J2P0;		
A0A0N1NK29	A0A0N1NK29	unreviewed	A0A0N1NK29_9ACTN	Peptidase S54, rhomboid domain containing protein	OK006_3871	Actinobacteria bacterium OK006	247	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), unclassified Actinomycetes (no rank)							A0A0N1NK29;		
A1ALH9	A1ALH9	unreviewed	A1ALH9_PELPD	Rhomboid family protein	Ppro_0568	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)	249	cellular organisms (no rank), Bacteria (superkingdom), Thermodesulfobacteriota (phylum), Desulfuromonadia (class), Desulfuromonadales (order), Desulfuromonadaceae (family), Pelobacter (genus), Pelobacter propionicus (species)							A1ALH9;		
A0A0E9LTX7	A0A0E9LTX7	unreviewed	A0A0E9LTX7_9BACT	Peptidase S54 rhomboid domain-containing protein	JCM15548_1877	Geofilum rubicundum JCM 15548	224	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Marinilabiliales (order), Marinilabiliaceae (family), Geofilum (genus), Geofilum rubicundum (species)						WP_062122481.1;	A0A0E9LTX7;		
A0A077ENG3	A0A077ENG3	unreviewed	A0A077ENG3_9FLAO	Rhomboid family protein	BD94_3969	Elizabethkingia anophelis NUHP1	254	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Flavobacteriia (class), Flavobacteriales (order), Weeksellaceae (family), Elizabethkingia (genus), Elizabethkingia anophelis (species)					Peptidase S54 family	WP_024563909.1;	A0A077ENG3;		
J0QXG9	J0QXG9	unreviewed	J0QXG9_9HYPH	Peptidase S54 rhomboid domain-containing protein	ME5_01152	Bartonella tamiae Th239	237	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Bartonellaceae (family), Bartonella (genus), Bartonella tamiae (species)						WP_008039282.1;	J0QXG9;		
D0MDJ0	D0MDJ0	unreviewed	D0MDJ0_RHOM4	Rhomboid family protein	Rmar_0277	Rhodothermus marinus (strain ATCC 43812 / DSM 4252 / R-10) (Rhodothermus obamensis)	293	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Rhodothermota (phylum), Rhodothermia (class), Rhodothermales (order), Rhodothermaceae (family), Rhodothermus (genus), Rhodothermus marinus (species)							D0MDJ0;		
S0KTA2	S0KTA2	unreviewed	S0KTA2_9ENTE	Peptidase S54 rhomboid domain-containing protein	I568_00258	Enterococcus columbae DSM 7374 = ATCC 51263	225	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Enterococcaceae (family), Enterococcus (genus), Enterococcus columbae (species)						WP_016183110.1;	S0KTA2;		
G9ZIR1	G9ZIR1	unreviewed	G9ZIR1_9GAMM	Peptidase, S54 family	HMPREF9080_02672	Cardiobacterium valvarum F0432	190	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Cardiobacteriales (order), Cardiobacteriaceae (family), Cardiobacterium (genus), Cardiobacterium valvarum (species)						WP_006986664.1;	G9ZIR1;		
F0R8I1	F0R8I1	unreviewed	F0R8I1_PHOSB	Peptidase S54, rhomboid domain	Bacsa_0438	Phocaeicola salanitronis (strain DSM 18170 / JCM 13657 / CCUG 60908 / BL78) (Bacteroides salanitronis)	963	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Bacteroidaceae (family), Phocaeicola (genus), Phocaeicola salanitronis (species)					Peptidase S54 family		F0R8I1;		
C4XSM9	C4XSM9	unreviewed	C4XSM9_SOLM1	Rhomboid family protein	DMR_23600	Solidesulfovibrio magneticus (strain ATCC 700980 / DSM 13731 / RS-1) (Desulfovibrio magneticus)	240	cellular organisms (no rank), Bacteria (superkingdom), Thermodesulfobacteriota (phylum), Desulfovibrionia (class), Desulfovibrionales (order), Desulfovibrionaceae (family), Solidesulfovibrio (genus), Solidesulfovibrio magneticus (species)					Peptidase S54 family	WP_015861032.1;	C4XSM9;		
Q3IT65	Q3IT65		Q3IT65_NATPD														
U4KRZ1	U4KRZ1	unreviewed	U4KRZ1_9MOLU	Rhomboid family protein	BN85311620	Paracholeplasma brassicae	217	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Mycoplasmatota (phylum), Mollicutes (class), Acholeplasmatales (order), Acholeplasmataceae (family), Paracholeplasma (genus)					Peptidase S54 family	WP_030005043.1;	U4KRZ1;		
H8KMU9	H8KMU9	unreviewed	H8KMU9_SOLCM	Putative membrane protein	Solca_4362	Solitalea canadensis (strain ATCC 29591 / DSM 3403 / JCM 21819 / LMG 8368 / NBRC 15130 / NCIMB 12057 / USAM 9D) (Flexibacter canadensis)	236	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Sphingobacteriia (class), Sphingobacteriales (order), Sphingobacteriaceae (family), Solitalea (genus), Solitalea canadensis (species)					Peptidase S54 family		H8KMU9;		
K7W538	K7W538	unreviewed	K7W538_9NOST	Rhomboid family protein (EC 3.4.21.-)	ANA_C13398	Anabaena sp. 90	219	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Nostocaceae (family), Anabaena (genus), unclassified Anabaena (no rank)			3.4.21.-		Peptidase S54 family	WP_015081209.1;	K7W538;		
