Seq_ID,Protein_names,Protein_families,superkingdom,kingdom,phylum,class,order,family,genus,species,Uniprot_Entry,Gene_Names,Organism,Length,EC_number,RefSeq,AlphaFoldDB,PDB
F0RZL7_SPHGB,"Peptidase S54, rhomboid domain",Peptidase S54 family,Bacteria,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Sphaerochaetaceae,Sphaerochaeta,Sphaerochaetaglobosa,F0RZL7,SpiBuddy_2961,Sphaerochaetaglobosa(strainATCCBAA-1886/DSM22777/Buddy)(Spirochaetasp.(strainBuddy)),212,,WP_013608611.1;,F0RZL7;,
Q1QXZ4_CHRSD,Rhomboid-like protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,Chromohalobactersalexigens,Q1QXZ4,Csal_1309,Chromohalobactersalexigens(strainATCCBAA-138/DSM3043/CIP106854/NCIMB13768/1H11),285,,WP_011506610.1;,Q1QXZ4;,
A0A0N1G2Q2_9ACTN,"Peptidase S54, rhomboid domain containing protein",Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedActinomycetes,,,,,A0A0N1G2Q2,OK006_1096,ActinobacteriabacteriumOK006,303,,,A0A0N1G2Q2;,
A7HE04_ANADF,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Myxococcota,unclassifiedAnaeromyxobacter,Cystobacterineae,Anaeromyxobacteraceae,Anaeromyxobacter,,A7HE04,Anae109_2750,Anaeromyxobactersp.(strainFw109-5),369,,,A7HE04;,
A1U5B7_MARN8,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacternauticus,A1U5B7,Maqu_3112,Marinobacternauticus(strainATCC700491/DSM11845/VT8)(Marinobacteraquaeolei),199,,,A1U5B7;,
A0A0F2PIM0_9FIRM,Protease,Peptidase S54 family,Bacteria,Bacillati,Bacillota,unclassifiedPeptococcaceae,Eubacteriales,Peptococcaceae,,,A0A0F2PIM0,VR67_09235,PeptococcaceaebacteriumBRH_c8a,228,,,A0A0F2PIM0;,
A0A0F6QYX4_9CORY,Putative membrane protein,,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,,A0A0F6QYX4,UL82_03110,Corynebacteriumkutscheri,222,,,A0A0F6QYX4;,
A0A0G0ID71_9BACT,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacteria,,unclassifiedMicrogenomatesgroup,,,,,A0A0G0ID71,US72_C0007G0026,MicrogenomatesgroupbacteriumGW2011_GWC1_38_12,225,,,A0A0G0ID71;,
D3FRX6_ALKPO,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalihalophilus,Alkalihalophiluspseudofirmus,D3FRX6,BpOF4_09150,Alkalihalophiluspseudofirmus(strainATCCBAA-2126/JCM17055/OF4)(Bacilluspseudofirmus),246,,WP_012957252.1;,D3FRX6;,
G3ANJ5_SPAPN,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Spathaspora,Spathasporapassalidarum,G3ANJ5,SPAPADRAFT_61590,Spathasporapassalidarum(strainNRRLY-27907/11-Y1),555,3.4.21.105,XP_007375800.1;,G3ANJ5;,
J9JSR3_ACYPI,,,,,,,,,,,J9JSR3,,,,,,,
J5N2X9_PASMD,,,,,,,,,,,J5N2X9,,,,,,,
A4EV95_9RHOB,Rhomboid family protein,,Bacteria,Bacteria,Pseudomonadota,unclassifiedRoseobacter,Rhodobacterales,Roseobacteraceae,Roseobacter,,A4EV95,RSK20926_22109,Roseobactersp.SK209-2-6,287,,,A4EV95;,
N0AMK7_9BACI,S54 family peptidase,Peptidase S54 family,Bacteria,Bacillati,Bacillota,unclassifiedBacillus,Bacillales,Bacillaceae,Bacillus,,N0AMK7,B1NLA3E_00920,Bacillussp.1NLA3E,244,,WP_015592033.1;,N0AMK7;,
E0NQD4_9BACT,"Peptidase, S54 family (EC 3.4.21.-)",,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesellamarshii,E0NQD4,HMPREF0658_0385,HoylesellamarshiiDSM16973=JCM13450,316,3.4.21.-,,E0NQD4;,
A4JE72_BURVG,Rhomboid family protein,,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderiavietnamiensis,A4JE72,Bcep1808_1568,Burkholderiavietnamiensis(strainG4/LMG22486)(Burkholderiacepacia(strainR1808)),643,,,A4JE72;,
I0AJ25_IGNAJ,Uncharacterized protein,,Bacteria,Bacteria,Ignavibacteriota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Ignavibacteriumalbum,I0AJ25,IALB_1272,Ignavibacteriumalbum(strainDSM19864/JCM16511/NBRC101810/Mat9-16),267,,,I0AJ25;,
D7LUM3_ARALL,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsislyrata,D7LUM3,ARALYDRAFT_323917,Arabidopsislyratasubsp.lyrata(Lyre-leavedrock-cress),393,3.4.21.105,XP_002877941.1;,D7LUM3;,
F2J523_POLGS,"Peptidase, S54 (Rhomboid) family, putative",,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Polymorphum,Polymorphumgilvum,F2J523,SL003B_1637,Polymorphumgilvum(strainLMG25793/CGMCC1.9160/SL003B-26A1),257,,,F2J523;,
B0CPF1_LACBS,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Agaricomycotina,Agaricomycetidae,Agaricineae,Hydnangiaceae,Laccaria,Laccariabicolor,B0CPF1,LACBIDRAFT_229109,Laccariabicolor(strainS238N-H82/ATCCMYA-4686)(Bicoloureddeceiver)(Laccarialaccatavar.bicolor),332,3.4.21.105,XP_001873156.1;,B0CPF1;,
C0XRA1_CORLD,"Peptidase, S54 family (EC 3.4.21.-)",,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacteriumlipophiloflavum,C0XRA1,HMPREF0298_0971,Corynebacteriumlipophiloflavum(strainATCC700352/DSM44291/CCUG37336/JCM10383/DMMZ1944),245,3.4.21.-,,C0XRA1;,
A0A0K9NS94_ZOSMR,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Alismatales,Zosteraceae,Zostera,,A0A0K9NS94,ZOSMA_66G00460,Zosteramarina(Eelgrass),347,3.4.21.105,,A0A0K9NS94;,
I0K7V2_9BACT,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Fibrella,Fibrellaaestuarina,I0K7V2,FAES_2196,FibrellaaestuarinaBUZ2,207,,WP_015331304.1;,I0K7V2;,
W0E7T6_9FIRM,Protease,,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium,Desulfitobacteriummetallireducens,W0E7T6,DESME_07470,DesulfitobacteriummetallireducensDSM15288,317,,,W0E7T6;,
S2JM99_MUCC1,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Fungi,Mucoromycotina,Mucoromycetes,Mucorineae,Mucoraceae,Mucor,Mucorcircinelloides,S2JM99,HMPREF1544_01773,Mucorcircinelloidesf.circinelloides(strain1006PhL)(Mucormycosisagent)(Calyptromycescircinelloides),428,3.4.21.105,,S2JM99;,
G2LGL9_CHLTF,Putative membrane protein,Peptidase S54 family,Bacteria,Bacteria,Acidobacteriota,Blastocatellia,,,Chloracidobacterium,Chloracidobacteriumthermophilum,G2LGL9,Cabther_A0368,Chloracidobacteriumthermophilum(strainB),244,,WP_014098868.1;,G2LGL9;,
A0A0M8YG89_9ACTN,Membrane protein,,Bacteria,Bacillati,Actinomycetota,unclassifiedStreptomyces,Kitasatosporales,Streptomycetaceae,Streptomyces,,A0A0M8YG89,ADL06_15635,Streptomycessp.NRRLF-6491,244,,WP_053640506.1;,A0A0M8YG89;,
A9WG74_CHLAA,Rhomboid family protein,,Bacteria,Bacillati,Chloroflexota,Chloroflexia,Chloroflexineae,Chloroflexaceae,Chloroflexus,Chloroflexusaurantiacus,A9WG74,Caur_0757,Chloroflexusaurantiacus(strainATCC29366/DSM635/J-10-fl),271,,WP_012256651.1;YP_001634384.1;,A9WG74;,
A3DMI4_STAMF,Rhomboid family protein,,Archaea,Thermoproteati,Thermoproteota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermusmarinus,A3DMI4,Smar_0743,Staphylothermusmarinus(strainATCC43588/DSM3639/JCM9404/F1),262,,,A3DMI4;,
H2FY93_OCESG,GlpG protein,,Bacteria,Bacteria,Pseudomonadota,unclassifiedOceanimonas,Aeromonadales,Aeromonadaceae,Oceanimonas,,H2FY93,GU3_03290,Oceanimonassp.(strainGK1/IBRC-M10197),279,,WP_014291151.1;,H2FY93;,
Q1DEJ4_MYXXD,"Peptidase, S54 (Rhomboid) family (EC 3.4.21.-)",,Bacteria,Bacteria,Myxococcota,Myxococcia,Cystobacterineae,Myxococcaceae,Myxococcus,Myxococcusxanthus,Q1DEJ4,MXAN_0661,Myxococcusxanthus(strainDK1622),257,3.4.21.-,WP_011550792.1;,Q1DEJ4;,
A0A0M2S2A6_9ACTN,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedMicromonospora,Micromonosporales,Micromonosporaceae,Micromonospora,,A0A0M2S2A6,LQ51_12295,Micromonosporasp.HK10,310,,WP_046565888.1;,A0A0M2S2A6;,
G2G7W2_9ACTN,Integral membrane protein,,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyceszinciresistens,G2G7W2,SZN_07879,StreptomyceszinciresistensK42,249,,WP_007493069.1;,G2G7W2;,
H5WRW2_9BURK,Rhomboid family,,Bacteria,Bacteria,Pseudomonadota,unclassifiedBurkholderiales,Burkholderiales,,,,H5WRW2,BurJ1DRAFT_4623,BurkholderialesbacteriumJOSHI_001,200,,,H5WRW2;,
Q53MA5_ORYSJ,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Oryzoideae,Oryza,Oryzasativa,Q53MA5,LOC_Os11g47840Os11g0704800OSNPB_110704800,Oryzasativasubsp.japonica(Rice),374,3.4.21.105,XP_015615259.1;,Q53MA5;,
G1QQG1_NOMLE,Rhomboid domain containing 3,,Eukaryota,Metazoa,Craniata,Mammalia,Catarrhini,Hylobatidae,Nomascus,,G1QQG1,RHBDD3,Nomascusleucogenys(Northernwhite-cheekedgibbon)(Hylobatesleucogenys),375,,,G1QQG1;,
W9XY33_9EURO,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophorapsammophila,W9XY33,A1O5_01895,CladophialophorapsammophilaCBS110553,584,,XP_007740701.1;,W9XY33;,
I4N0J1_9PSED,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,unclassifiedPseudomonas,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,I4N0J1,PMM47T1_18550,Pseudomonassp.M47T1,291,,WP_008371635.1;,I4N0J1;,
H0J887_9PSED,,,,,,,,,,,H0J887,,,,,,,
F0SE60_PSESL,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter,Pseudopedobactersaltans,F0SE60,Pedsa_3448,Pseudopedobactersaltans(strainATCC51119/DSM12145/JCM21818/CCUG39354/LMG10337/NBRC100064/NCIMB13643)(Pedobactersaltans),250,,WP_013634465.1;,F0SE60;,
G6CI49_DANPL,,,,,,,,,,,G6CI49,,,,,,,
H1ZBR8_MYROD,,,,,,,,,,,H1ZBR8,,,,,,,
D4L1Q0_9FIRM,Uncharacterized membrane protein (Homolog of Drosophila rhomboid),Peptidase S54 family,Bacteria,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburiaintestinalis,D4L1Q0,RO1_32130,RoseburiaintestinalisXB6B4,348,,,D4L1Q0;,
D6XXZ0_BACIE,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,Salisediminibacteriumselenitireducens,D6XXZ0,Bsel_0527,Bacillusselenitireducens(strainATCC700615/DSM15326/MLS10),255,,WP_013171492.1;,D6XXZ0;,
W4FXV8_APHAT,rhomboid protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Eukaryota,Oomycota,,Saprolegniales,Saprolegniaceae,Aphanomyces,,W4FXV8,H257_13364,Aphanomycesastaci(Crayfishplagueagent),263,3.4.21.105,XP_009839163.1;,W4FXV8;,
R6XKN8_9FIRM,Peptidase S54 family,Peptidase S54 family,Bacteria,Bacillati,Bacillota,unclassifiedDorea,Lachnospirales,Lachnospiraceae,Dorea,,R6XKN8,BN605_00384,Doreasp.CAG:317,204,,,R6XKN8;,
A4XWI1_ECTM1,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Ectopseudomonas,Ectopseudomonasmendocina,A4XWI1,Pmen_2942,Ectopseudomonasmendocina(strainymp)(Pseudomonasmendocina),286,,,A4XWI1;,
G4N4Z4_PYRO7,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,Pyriculariaoryzae,G4N4Z4,MGG_13226,Pyriculariaoryzae(strain70-15/ATCCMYA-4617/FGSC8958)(Riceblastfungus)(Magnaportheoryzae),324,,XP_003711913.1;,G4N4Z4;,
A0A0F4PWZ6_9GAMM,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,A0A0F4PWZ6,TW72_09025,Pseudoalteromonasruthenica,184,,WP_045978458.1;,A0A0F4PWZ6;,
A0A0F5VDJ6_9GAMM,Intramembrane serine protease GlpG,,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,,A0A0F5VDJ6,KY46_09670,Photobacteriumhalotolerans,283,,WP_046220434.1;,A0A0F5VDJ6;,
A9UNI6_MONBE,Peptidase S54 rhomboid domain-containing protein,,Eukaryota,Eukaryota,,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,,A9UNI6,MONBRDRAFT_13868,Monosigabrevicollis(Choanoflagellate),323,,XP_001742907.1;,A9UNI6;,
A0A090I941_9GAMM,Hypothetical GlpG protein,,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,,A0A090I941,NVI5450_2956,Moritellaviscosa,282,,WP_045108646.1;,,
I0YQM4_COCSC,Rhomboid-domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,,,Coccomyxa,Coccomyxasubellipsoidea,I0YQM4,COCSUDRAFT_18120,Coccomyxasubellipsoidea(strainC-169)(Greenmicroalga),238,,XP_005645237.1;,I0YQM4;,
F4H3V1_CELFA,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonasfimi,F4H3V1,Celf_0023,Cellulomonasfimi(strainATCC484/DSM20113/JCM1341/CCUG24087/LMG16345/NBRC15513/NCIMB8980/NCTC7547/NRS-133),286,,,F4H3V1;,
A0A0M2GXH3_9MICO,Rhomboid protease GluP (EC 3.4.21.105),Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,,A0A0M2GXH3,gluPRS81_02717,Microbacteriumterrae,292,3.4.21.105,WP_045276622.1;,A0A0M2GXH3;,
A0A0E3YT18_9BACT,Uncharacterized protein,Peptidase S54 family,Bacteria,Bacteria,Verrucomicrobiota,unclassifiedVerrucomicrobiota,,,,,A0A0E3YT18,IMCC26134_04255,VerrucomicrobiabacteriumIMCC26134,298,,,A0A0E3YT18;,
W0IVN6_9BACT,Peptidase S54,,Bacteria,Bacteria,Verrucomicrobiota,unclassifiedOpitutaceae,Opitutales,Opitutaceae,,,W0IVN6,OPIT5_08105,OpitutaceaebacteriumTAV5,231,,,W0IVN6;,
J2JL94_9FLAO,Putative membrane protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,,J2JL94,PMI13_03552,Chryseobacteriumpopuli,251,,WP_007846146.1;,J2JL94;,
B7G8B9_PHATC,rhomboid protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylumtricornutum,B7G8B9,PHATRDRAFT_15482,Phaeodactylumtricornutum(strainCCAP1055/1),253,3.4.21.105,XP_002183442.1;,B7G8B9;,
A0A0C5VT88_9GAMM,Putative membrane protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Gynuella,Gynuellasunshinyii,A0A0C5VT88,YC6258_05371,GynuellasunshinyiiYC6258,167,,,A0A0C5VT88;,
L0J860_9MYCO,Putative membrane protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedMycobacterium,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,L0J860,Mycsm_06369,Mycobacteriumsp.JS623,287,,,L0J860;,
B9XFZ8_PEDPL,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,,Pedosphaera,Pedosphaeraparvula,B9XFZ8,Cflav_PD3877,Pedosphaeraparvula(strainEllin514),299,,,B9XFZ8;,
A0A089KW57_9BACL,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,unclassifiedPaenibacillus,Bacillales,Paenibacillaceae,Paenibacillus,,A0A089KW57,R70331_11255,Paenibacillussp.FSLR7-0331,208,,WP_042175310.1;,A0A089KW57;,
A0A077HM28_9CORY,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,,A0A077HM28,CUREI_09170,Corynebacteriumureicelerivorans,212,,,A0A077HM28;,
D4GT94_HALVD,Rhomboid family protease (EC 3.4.21.105),,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferaxvolcanii,D4GT94,HVO_0727,Haloferaxvolcanii(strainATCC29605/DSM3757/JCM8879/NBRC14742/NCIMB2012/VKMB-1768/DS2)(Halobacteriumvolcanii),296,3.4.21.105,WP_004044210.1;,D4GT94;,
C0W4S3_9ACTO,"Peptidase, S54 family (EC 3.4.21.-)",Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomycesurogenitalis,C0W4S3,HMPREF0058_0867,ActinomycesurogenitalisDSM15434,282,3.4.21.-,WP_006547834.1;,C0W4S3;,
E0S2W4_BUTPB,Membrane-associated peptidase rhomboid family,,Bacteria,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrioproteoclasticus,E0S2W4,bpr_III057,Butyrivibrioproteoclasticus(strainATCC51982/DSM14932/B316)(Clostridiumproteoclasticum),187,,WP_013282398.1;,E0S2W4;,
R5WRG1_9BACT,,,,,,,,,,,R5WRG1,,,,,,,
B8GU46_THISH,"Membrane protein, rhomboid family",,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibriosulfidiphilus,B8GU46,Tgr7_0230,Thioalkalivibriosulfidiphilus(strainHL-EbGR7),193,,WP_012636818.1;,B8GU46;,
H1XQ84_CALAY,"Membrane associated serine protease, rhomboid family (Rhomboid family protein)",,Bacteria,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,Caldithrixabyssi,H1XQ84,Cabys_2754Calab_3792,CaldithrixabyssiDSM13497,282,,WP_006931016.1;,H1XQ84;,
R5K4B2_9CLOT,,,,,,,,,,,R5K4B2,,,,,,,
R6Q0E2_9FIRM,Peptidase S54 family,,Bacteria,Bacillati,Bacillota,unclassifiedFaecalibacterium,Eubacteriales,Oscillospiraceae,Faecalibacterium,,R6Q0E2,BN792_00346,Faecalibacteriumsp.CAG:82,253,,,R6Q0E2;,
A0A0K9NT51_ZOSMR,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Alismatales,Zosteraceae,Zostera,,A0A0K9NT51,ZOSMA_6G01550,Zosteramarina(Eelgrass),319,3.4.21.105,,A0A0K9NT51;,
A0A068SP19_NEOGA,Rhomboid family protein,,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Neorhizobium,Neorhizobiumgalegae,A0A068SP19,RG540_CH18720,Neorhizobiumgalegaebv.orientalisstr.HAMBI540,252,,,A0A068SP19;,
B0UUY6_HISS2,,,,,,,,,,,B0UUY6,,,,,,,
Q5A3N6_CANAL,,,,,,,,,,,Q5A3N6,,,,,,,
A0A024QBL4_9BACI,Rhomboid protease GluP,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,A0A024QBL4,gluP_1BN990_01969,Virgibacillusmassiliensis,523,,WP_038243752.1;,A0A024QBL4;,
U5LDH1_9BACI,Serine protease,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillusinfantis,U5LDH1,N288_18140,BacillusinfantisNRRLB-14911,511,,WP_022544189.1;,U5LDH1;,
I6ZGC2_PSEST,,,,,,,,,,,I6ZGC2,,,,,,,
A0A0B5EAH7_9RHOB,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,,A0A0B5EAH7,P73_4557,Celeribacterindicus,193,,WP_043872291.1;,A0A0B5EAH7;,
A0A0B5F6V7_STRA4,Integral membrane protein,,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomycesalbussubsp.albus,A0A0B5F6V7,SLNWT_5741,Streptomycesalbus(strainATCC21838/DSM41398/FERMP-419/JCM4703/NBRC107858),242,,,A0A0B5F6V7;,
A8NA23_COPC7,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Dikarya,Agaricomycotina,Agaricomycetidae,Agaricineae,Psathyrellaceae,Coprinopsis,Coprinopsiscinerea,A8NA23,CC1G_05750,Coprinopsiscinerea(strainOkayama-7/130/ATCCMYA-4618/FGSC9003)(Inkycapfungus)(Hormographiellaaspergillata),367,,XP_001831679.2;,A8NA23;,
K6WTG8_9MICO,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,Kineosphaera,Kineosphaeralimosa,K6WTG8,KILIM_019_00340,KineosphaeralimosaNBRC100340,213,,,K6WTG8;,
W5YTC5_9GAMM,Protease,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,,W5YTC5,AU15_18230,Marinobactersalarius,364,,WP_041335449.1;,W5YTC5;,
C4GCS9_9FIRM,"Peptidase, S54 family (EC 3.4.21.-)",,Bacteria,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthella,Shuttleworthellasatelles,C4GCS9,GCWU000342_01773,ShuttleworthellasatellesDSM14600,130,3.4.21.-,,C4GCS9;,
A7TK23_VANPO,Rhomboid-type serine protease 2 (EC 3.4.21.105) (Rhomboid protein 2),Peptidase S54 family,Eukaryota,Dikarya,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozymapolyspora,A7TK23,Kpol_1060p25,Vanderwaltozymapolyspora(strainATCC22028/DSM70294/BCRC21397/CBS2163/NBRC10782/NRRLY-8283/UCD57-17)(Kluyveromycespolysporus),283,3.4.21.105,XP_001645227.1;,A7TK23;,
A0A0B1P0Q9_UNCNE,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,,A0A0B1P0Q9,EV44_g1231,Uncinulanecator(Grapepowderymildew),530,3.4.21.105,,A0A0B1P0Q9;,
A6LLE4_THEM4,Rhomboid family protein,,Bacteria,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,Thermosiphomelanesiensis,A6LLE4,Tmel_0884,Thermosiphomelanesiensis(strainDSM12029/CIP104789/BI429),233,,WP_012057106.1;,A6LLE4;,
A0A098C2E7_9BACT,"Peptidase, S54 family",Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,,A0A098C2E7,ING2E5B_1840,Fermentimonascaenicola,215,,,A0A098C2E7;,
I3MSZ5_ICTTR,Rhomboid-related protein 2 (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Metazoa,Craniata,Mammalia,Sciuromorpha,Xerinae,Ictidomys,,I3MSZ5,RHBDL2,Ictidomystridecemlineatus(Thirteen-linedgroundsquirrel)(Spermophilustridecemlineatus),228,3.4.21.105,XP_005317904.2;,I3MSZ5;,
N6UIZ3_DENPD,EF-hand domain-containing protein,Peptidase S54 family,Eukaryota,Metazoa,Hexapoda,Neoptera,Cucujiformia,Scolytinae,Dendroctonus,,N6UIZ3,D910_10820YQE_01882,Dendroctonusponderosae(Mountainpinebeetle),382,,,,
A0A0F4PRM3_9GAMM,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,A0A0F4PRM3,TW72_00045,Pseudoalteromonasruthenica,360,,WP_045978882.1;,A0A0F4PRM3;,
U1FV57_ENDPU,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Chaetothyriomycetidae,Verrucariales,Verrucariaceae,Endocarpon,Endocarponpusillum,U1FV57,EPUS_05743,Endocarponpusillum(strainZ07020/HMAS-L-300199)(Lichen-formingfungus),510,3.4.21.105,XP_007805666.1;,U1FV57;,
