From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage	EC number	Active site	Binding site	Catalytic activity	Gene Ontology (GO)	3D	Protein families	RefSeq	AlphaFoldDB	PDB	Pfam
A0A315Z6B4	A0A315Z6B4	unreviewed	A0A315Z6B4_SEDFL	Dihydrofolate reductase (EC 1.5.1.3)	BC781_106294	Sediminitomix flava	167	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Cytophagia (class), Cytophagales (order), Flammeovirgaceae (family), Sediminitomix (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A315Z6B4;		PF00186;
A0A1J0A7G9	A0A1J0A7G9	unreviewed	A0A1J0A7G9_9ENTE	Dihydrofolate reductase (EC 1.5.1.3)	BHY08_08530	Vagococcus teuberi	165	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Enterococcaceae (family), Vagococcus (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	WP_000868795.1;	A0A1J0A7G9;		PF00186;
A0A379MR44	A0A379MR44	unreviewed	A0A379MR44_9BACT	Dihydrofolate reductase (EC 1.5.1.3)	dhfrIII NCTC11190_00277	Rikenella microfusus	165	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Rikenellaceae (family), Rikenella (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A379MR44;		PF00186;
A0A5D8YJC3	A0A5D8YJC3	unreviewed	A0A5D8YJC3_9SPHI	Dihydrofolate reductase (EC 1.5.1.3)	FW774_13705	Pedobacter sp. BS3	162	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Sphingobacteriia (class), Sphingobacteriales (order), Sphingobacteriaceae (family), Pedobacter (genus), unclassified Pedobacter (no rank)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A5D8YJC3;		PF00186;
R6Q517	R6Q517	unreviewed	R6Q517_9CLOT	Dihydrofolate reductase (EC 1.5.1.3)	BN685_00826	Clostridium sp. CAG:508	162	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Clostridiaceae (family), Clostridium (genus), unclassified Clostridium (no rank)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		R6Q517;		PF00186;
Q1YUR3	Q1YUR3	unreviewed	Q1YUR3_9GAMM	Dihydrofolate reductase (EC 1.5.1.3)	GB2207_09301	gamma proteobacterium HTCC2207	167	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Cellvibrionales (order), Porticoccaceae (family), unclassified Porticoccaceae (no rank), SAR92 clade (clade)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		Q1YUR3;		PF00186;
A0A0W0R1C4	A0A0W0R1C4	unreviewed	A0A0W0R1C4_9GAMM	Dihydrofolate reductase (EC 1.5.1.3)	folA Lade_2194 NCTC12735_00161	Legionella adelaidensis	162	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Legionellales (order), Legionellaceae (family), Legionella (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	WP_058463230.1;	A0A0W0R1C4;		PF00186;
A0A1E5KVX8	A0A1E5KVX8	unreviewed	A0A1E5KVX8_9ENTE	Dihydrofolate reductase (EC 1.5.1.3)	BCR26_14980	Enterococcus rivorum	166	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Enterococcaceae (family), Enterococcus (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	WP_069699019.1;	A0A1E5KVX8;		PF00186;
Q3JEI1	Q3JEI1	unreviewed	Q3JEI1_NITOC	Dihydrofolate reductase (EC 1.5.1.3)	Noc_0235	Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB 11848 / C-107)	165	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Chromatiales (order), Chromatiaceae (family), Nitrosococcus (genus), Nitrosococcus oceani (species)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	WP_002813735.1;	Q3JEI1;		PF00186;
A0A1H9VMG4	A0A1H9VMG4	unreviewed	A0A1H9VMG4_9BACI	Dihydrofolate reductase (EC 1.5.1.3)	SAMN05444126_12211	Salisediminibacterium haloalkalitolerans	161	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Salisediminibacterium (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A1H9VMG4;		PF00186;
A0A495DHN0	A0A495DHN0		A0A495DHN0_9ALTE	deleted															
A0A172UEA0	A0A172UEA0	unreviewed	A0A172UEA0_METSD	Dihydrofolate reductase (EC 1.5.1.3)	AYM39_21070	Methylomonas sp. (strain DH-1)	171	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Methylococcales (order), Methylococcaceae (family), Methylomonas (genus), unclassified Methylomonas (no rank)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	WP_064023207.1;	A0A172UEA0;		PF00186;
A0A2S5SW55	A0A2S5SW55	unreviewed	A0A2S5SW55_9BURK	Dihydrofolate reductase (EC 1.5.1.3)	C1704_05740	Caldimonas caldifontis	176	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Sphaerotilaceae (family), Caldimonas (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; kinase activity [GO:0016301]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A2S5SW55;		PF00186;
A0A1E2UM39	A0A1E2UM39	unreviewed	A0A1E2UM39_9GAMM	Dihydrofolate reductase (EC 1.5.1.3)	A3196_01975	Candidatus Thiodiazotropha endoloripes	159	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Chromatiales (order), Sedimenticolaceae (family), Candidatus Thiodiazotropha (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A1E2UM39;		PF00186;
A0A4Q9BDK6	A0A4Q9BDK6	unreviewed	A0A4Q9BDK6_9BACT	Dihydrofolate reductase (EC 1.5.1.3)	EWU20_03750	Aquirufa antheringensis	162	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Cytophagia (class), Cytophagales (order), Flectobacillaceae (family), Aquirufa (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A4Q9BDK6;		PF00186;
E1T5R2	E1T5R2	unreviewed	E1T5R2_BURSG	Dihydrofolate reductase (EC 1.5.1.3)	BC1003_2562	Burkholderia sp. (strain CCGE1003)	166	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Burkholderiaceae (family), Burkholderia (genus), unclassified Burkholderia (no rank)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		E1T5R2;		PF00186;
A0A662ZFR2	A0A662ZFR2	unreviewed	A0A662ZFR2_9GAMM	Dihydrofolate reductase (EC 1.5.1.3)	SAMN02910344_00125	Ruminobacter amylophilus	163	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Aeromonadales (order), Succinivibrionaceae (family), Ruminobacter (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A662ZFR2;		PF00186;
A0A4V5NVK5	A0A4V5NVK5	unreviewed	A0A4V5NVK5_9GAMM	Dihydrofolate reductase (EC 1.5.1.3)	folA FCL42_18180	Ferrimonas aestuarii	163	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Ferrimonadaceae (family), Ferrimonas (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A4V5NVK5;		PF00186;
A0A0G3ERH8	A0A0G3ERH8	unreviewed	A0A0G3ERH8_9BURK	Dihydrofolate reductase (EC 1.5.1.3)	ABW99_10825	Pandoraea thiooxydans	163	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Burkholderiaceae (family), Pandoraea (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; kinase activity [GO:0016301]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	WP_047214484.1;	A0A0G3ERH8;		PF00186;
S6BLW3	S6BLW3	unreviewed	S6BLW3_9GAMM	Dihydrofolate reductase (EC 1.5.1.3)	folA EBS_2160	endosymbiont of unidentified scaly snail isolate Monju	168	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), unclassified Gammaproteobacteria (no rank)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	WP_043108765.1;	S6BLW3;		PF00186;
A0A2W2BHE8	A0A2W2BHE8	unreviewed	A0A2W2BHE8_9BACT	Dihydrofolate reductase (EC 1.5.1.3)	DN068_10975	Taibaiella soli	165	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Chitinophagia (class), Chitinophagales (order), Chitinophagaceae (family), Taibaiella (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A2W2BHE8;		PF00186;
R7JNR0	R7JNR0	unreviewed	R7JNR0_9BACT	Dihydrofolate reductase (EC 1.5.1.3)	BN646_02695	Parabacteroides sp. CAG:409	165	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Tannerellaceae (family), Parabacteroides (genus), environmental samples (no rank)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		R7JNR0;		PF00186;
A2U3M8	A2U3M8	unreviewed	A2U3M8_9FLAO	Dihydrofolate reductase (EC 1.5.1.3)	MED152_11974	Polaribacter sp. MED152	164	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Flavobacteriia (class), Flavobacteriales (order), Flavobacteriaceae (family), Polaribacter (genus), unclassified Polaribacter (no rank)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	WP_015482120.1;	A2U3M8;		PF00186;
A5EUV9	A5EUV9	unreviewed	A5EUV9_DICNV	Dihydrofolate reductase (EC 1.5.1.3)	folA DNO_0789	Dichelobacter nodosus (strain VCS1703A)	164	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Cardiobacteriales (order), Cardiobacteriaceae (family), Dichelobacter (genus), Dichelobacter nodosus (species)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|PIRNR:PIRNR000194};	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	WP_012031113.1;	A5EUV9;		PF00186;
